filename	english	tajik	emoji	level
jug.png	Jug	Кӯза / кувшин	🏺	A2
juice.png	Juice	Афшура	🧃	A1
junction.png	Junction	Чорроҳа	✖️	A2
kettle.png	Kettle	Чойник (барқӣ)	🫖	A2
key.png	Key	Калид	🔑	A1
keyboard.png	Keyboard	Клавиатура	⌨️	A2
kiosk.png	Kiosk	Дӯконча / киоск	🏪	A2
kitchen.png	Kitchen	Ошхона	🍳	A1
knee.png	Knee	Зону	🦵	A2
knitting.png	Knitting	Бофандагӣ	🧶	A2
label.png	Label	Тамға / нархнома	🏷️	A2
lake.png	Lake	Кӯл	🛶	A1
laptop.png	Laptop	Ноутбук	💻	A2
laundry.png	Laundry	Ҷомашӯӣ	🧺	A2
leaf.png	Leaf	Барг	🍃	A1/A2
left.png	Left	Чап	⬅	A1
leg.png	Leg	Пой (соқ)	🦵	A1
lemon.png	Lemon	Лимӯ	🍋	A1
lemonade.png	Lemonade	Лимонад	🍋	A1
lettuce.png	Lettuce	Коҳу	🥬	A1
lift.png	Lift	Лифт	🛗	A2
lightning.png	Lightning	Барқ / чақмоқ	⚡	A2
link.png	Link	Пайванд / ҳавола	🔗	A2
lion.png	Lion	Шер	🦁	A1
litre.png	Litre	Литр	🧴	A2
living_room.png	Living Room	Меҳмонхона	🛋	A1
loaf.png	Loaf	Як кулча нон	🍞	A2
loan.png	Loan	Қарз (аз бонк)	🏦	A2
luggage.png	Luggage	Бору бағоҷ	🧳	A2
luggage_claim.png	Luggage claim	Гирифтани бор	🧳	A2
lunch.png	Lunch	Хӯроки нисфирӯзӣ	🍽	A1
magazine.png	Magazine	Маҷалла	📰	A2
mall.png	Mall	Маркази Савдо	🛍	A1
man.png	Man	Мард	👨	A1
manager.png	Manager	Мудир / роҳбар	👔	A2
mango.png	Mango	Манго	🥭	A1
mask.png	Mask	Ниқоб	😷	A1
meal.png	Meal	Хӯрок	🍴	A1
meat.png	Meat	Гӯшт	🍖	A1
medicine.png	Medicine	Дору	💊	A1
member.png	Member	Аъзо	🪪	A2
mess.png	Mess	Бесару сомонӣ	🌀	A2
message.png	Message	Паём	✉️	A2
migraine.png	Migraine	Мигрен (дарди сахти сар)	🤕	A2
milk.png	Milk	Шир	🥛	A1
mirror.png	Mirror	Оина	🪞	A1
money.png	Money	Пул	💵	A1
monkey.png	Monkey	Маймун	🐵	A1
monument.png	Monument	Ёдгорӣ / муҷассама	🗿	A2
moon.png	Moon	Моҳ	🌙	A1
morning.png	Morning	Субҳ	🌅	A1
mosque.png	Mosque	Масҷид	🕌	A1
mother.png	Mother	Модар	👩	A1
motorway.png	Motorway	Роҳи калон / автомагистраль	🛣️	A2
mountain.png	Mountain	Кӯҳ	⛰️	A1
mouse.png	Mouse	Муш	🐭	A1
moustache.png	Moustache	Мӯйлаб	👨	A2
mouth.png	Mouth	Даҳон	👄	A1
muscle.png	Muscle	Мушак	💪	A2
museum.png	Museum	Осорхона	🏛	A1
music.png	Music	Мусиқӣ	🎵	A1
nap.png	Nap	Хоби кӯтоҳ	😴	A2
nation.png	Nation	Миллат / халқ	🏳️	A2
necklace.png	Necklace	Гарданбанд	📿	A1
neighbour.png	Neighbour	Ҳамсоя	🏘️	A2
nephew.png	Nephew	Ҷиян (Писар)	👦	A1
nest.png	Nest	Лона / ошёна	🪹	A2
network.png	Network	Шабака	🕸️	A2
niece.png	Niece	Ҷиян (Духтар)	👧	A1
night.png	Night	Шаб	🌙	A1
nose.png	Nose	Бинӣ	👃	A1
novel.png	Novel	Роман	📕	A2
nurse.png	Nurse	Ҳамшира	👩‍⚕️	A1
nutrition.png	Nutrition	Ғизохӯрӣ / ғизо	🍎	A2
offer.png	Offer	Таклиф / аксия	🔖	A2
oil.png	Oil	Равған	🫒	A2
ointment.png	Ointment	Марҳам	🧴	A2
onion.png	Onion	Пиёз	🧅	A1
opportunity.png	Opportunity	Имконият	🚪	A2
owner.png	Owner	Соҳиб	🔑	A2
package.png	Package	Борпеч	📦	A1
packet.png	Packet	Баста	📦	A2
pain.png	Pain	Дард	😖	A1
painting.png	Painting	Рассомӣ / нақшакашӣ	🖌️	A2
palace.png	Palace	Қаср	🏰	A2
pants.png	Pants	Шим	👖	A1
parents.png	Parents	Волидон	👪	A1
park.png	Park	Боғ / Парк	🌳	A1
passport.png	Passport	Шиноснома (хориҷӣ)	🛂	A2
password.png	Password	Рамз / калидвожа	🔑	A2
pasta.png	Pasta	Макарон	🍝	A1
patient.png	Patient	Бемор (мариз)	🛏️	A1
pavement.png	Pavement	Пиёдагард	🚶	A2
payment.png	Payment	Пардохт	💳	A2
peach.png	Peach	Шафтолу	🍑	A1
pen.png	Pen	Қалам / Ручка	🖊	A1
pencil.png	Pencil	Қалами сиёҳ	✏	A1
pepper.png	Pepper	Қаламфур	🫑	A1
pet.png	Pet	Ҳайвони хонагӣ	🐕	A1
petrol_station.png	Petrol station	Нуқтаи бензин	⛽	A2
pharmacist.png	Pharmacist	Дорусоз	🧑‍⚕️	A1
pharmacy.png	Pharmacy	Дорухона	💊	A1
phone.png	Phone	Телефон	📱	A1
photography.png	Photography	Аксбардорӣ	📷	A2
piano.png	Piano	Фортепиано	🎹	A2
picture.png	Picture	Расм	🖼	A1
piece.png	Piece	Порча / як бӯлак	🍰	A2
pill.png	Pill	Ҳаб	💊	A1
pillow.png	Pillow	Болишт	🛌	A2
pineapple.png	Pineapple	Ананас	🍍	A1
plant.png	Plant	Растанӣ	🌼	A1
plaster.png	Plaster	Лейкопластир	🩹	A1
plastic.png	Plastic	Пластик	🧴	A2
plumber.png	Plumber	Сантехник	🔧	A2
podcast.png	Podcast	Подкаст	🎧	A2
police_station.png	Police Station	Идораи Полис	👮	A1
pollution.png	Pollution	Ифлосшавӣ / олудагӣ	🏭	A2
post_office.png	Post Office	Идораи Почта	📮	A1
postcard.png	Postcard	Открытка	💌	A2
potato.png	Potato	Картошка	🥔	A1
price.png	Price	Нарх	🏷	A1
printer.png	Printer	Чопгар / принтер	🖨️	A2
product.png	Product	Маҳсулот	📦	A1
project.png	Project	Лоиҳа	📁	A2
purse.png	Purse	Ҳамёни занона	👛	A2
puzzle.png	Puzzle	Ҷумбоқ / муаммо	🧩	A2
quantity.png	Quantity	Миқдор	🛒	A1
queue.png	Queue	Навбат	🚶	A2
rabbit.png	Rabbit	Харгӯш	🐰	A1
rain.png	Rain	Борон	🌧️	A1
rainbow.png	Rainbow	Тирукамон	🌈	A2
receipt.png	Receipt	Расид / Чек	🧾	A1
reception.png	Reception	Қабулгоҳ	🛎️	A2
recipe.png	Recipe	Дастур (хӯрок)	📜	A2
referee.png	Referee	Ҳакам / довар	🧑‍⚖️	A2
refund.png	Refund	Баргардонидани пул	💵	A2
report.png	Report	Ҳисобот	📑	A2
reporter.png	Reporter	Хабарнигор	🎤	A2
rest.png	Rest	Истироҳат	🛌	A1
restaurant.png	Restaurant	Тарабхона	🍽	A1
rice.png	Rice	Биринҷ	🍚	A1
right.png	Right	Рост	➡	A1
ring.png	Ring	Ангуштарин	💍	A1
room.png	Room	Ҳуҷра	🚪	A1
root.png	Root	Реша	🌱	A2
rubbish.png	Rubbish	Ахлот	🗑️	A2
salary.png	Salary	Маош	💰	A2
sale.png	Sale	Фурӯш / Тахфиф	🏷	A1
salon.png	Salon	Салони мӯй	💇	A2
sauce.png	Sauce	Қайла / соус	🥫	A2
saucepan.png	Saucepan	Дегча	🥘	A2
savings.png	Savings	Пасандоз	🐖	A2
scarf.png	Scarf	Гарданбанд / Шарф	🧣	A1
school.png	School	Мактаб	🏫	A1
screen.png	Screen	Экран	📺	A2
sea.png	Sea	Баҳр	🌊	A1
seed.png	Seed	Тухмӣ	🌰	A2
series.png	Series	Сериал	📺	A2
service.png	Service	Хизматрасонӣ	🛎️	A2
shampoo.png	Shampoo	Шампун	🧴	A2
sheep.png	Sheep	Гӯсфанд	🐑	A1
shelf.png	Shelf	Раф	🧸	A1
shift.png	Shift	Баст / навбат (корӣ)	🕗	A2
shirt.png	Shirt	Куртаи мардона	👔	A1
shoes.png	Shoes	Пойафзол	👟	A1
shop_assistant.png	Shop Assistant	Фурӯшанда	💁	A1
shopping_cart.png	Shopping Cart	Аробачаи харид	🛒	A1
shorts.png	Shorts	Шорт	🩳	A1
shoulder.png	Shoulder	Китф	💪	A2
shower.png	Shower	Борони кӯтоҳ	🌦️	A2
sick.png	Sick	Бемор	🤢	A1
signpost.png	Signpost	Тахтаи роҳнамо	🪧	A2
sister.png	Sister	Хоҳар	👧	A1
size.png	Size	Андоза	📏	A1
skating.png	Skating	Яхмолакбозӣ	⛸️	A2
skiing.png	Skiing	Лижаронӣ	⛷️	A2
skin.png	Skin	Пӯст	🖐️	A2
skirt.png	Skirt	Доман	👗	A1
sky.png	Sky	Осмон	🌌	A1
sling.png	Sling	Бандаки даст	🦾	A2
smile.png	Smile	Табассум	😊	A1
snack.png	Snack	Ғизои сабук	🥨	A1
snake.png	Snake	Мор	🐍	A1
sneakers.png	Sneakers	Кроссовка	👟	A1
snow.png	Snow	Барф	❄️	A1
soap.png	Soap	Собун	🧼	A2
social_media.png	Social media	Шабакаҳои иҷтимоӣ	📲	A2
socks.png	Socks	Ҷӯроб	🧦	A1
soda.png	Soda	Оби газдор	🥤	A1
sofa.png	Sofa	Диван	🛋	A1
son.png	Son	Писар	👦	A1
soup.png	Soup	Шӯрбо	🍜	A1
spice.png	Spice	Хушбӯй / ادويه	🌿	A2
spoonful.png	Spoonful	Як қошуқ (пур)	🥄	A2
spring.png	Spring	Баҳор	🌸	A1
square.png	Square	Майдон	🟦	A2
stadium.png	Stadium	Варзишгоҳ	🏟	A1
stage.png	Stage	Саҳна	🎬	A2
starter.png	Starter	Хӯроки аввал / закуска	🥗	A2
statue.png	Statue	Ҳайкал	🗿	A2
stomach.png	Stomach	Шикам	🩹	A1
stomachache.png	Stomachache	Дарди шикам	😣	A1
stone.png	Stone	Санг	🪨	A1
store.png	Store	Мағоза	🏪	A1
stove.png	Stove	Оташдон / плита	🍳	A2
stranger.png	Stranger	Бегона	🚶	A2
strawberry.png	Strawberry	Қулфинай	🍓	A1
stream.png	Stream	Ҷӯй / рӯдча	💧	A2
strength.png	Strength	Қувва / нерӯ	💥	A2
stress.png	Stress	Стресс / фишор	😫	A2
student.png	Student	Талаба	🧑‍🎓	A1
subway.png	Subway	Метро	🚇	A1
suit.png	Suit	Костюм	🕴	A1
suitcase.png	Suitcase	Ҷомадон	💼	A2
summer.png	Summer	Тобистон	🏖️	A1
sun.png	Sun	Офтоб	☀️	A1
sunglasses.png	Sunglasses	Айнаки Офтобӣ	🕶	A1
supermarket.png	Supermarket	Супермаркет	🏪	A1
surgeon.png	Surgeon	Ҷарроҳ	🔪	A2
sweater.png	Sweater	Свитер	🧥	A1
syrup.png	Syrup	Шарбати дору	🍯	A1
t-shirt.png	T-Shirt	Футболка	👕	A1
table.png	Table	Миз	🪵	A1
tablet.png	Tablet	Лавҳача (дору)	💊	A1
tajik.png	Tajik	Тоҷикӣ	💬	A1
task.png	Task	Вазифа	✔️	A2
taxi.png	Taxi	Такси	🚕	A1
tea.png	Tea	Чой	🍵	A1
teacher.png	Teacher	Муаллим	👩‍🏫	A1
team.png	Team	Даста	👨‍👩‍👧	A2
television.png	Television	Телевизор	📺	A1
temperature.png	Temperature	Ҳарорат (таб)	🌡️	A2
theatre.png	Theatre	Театр	🎭	A2
thermometer.png	Thermometer	Ҳароратсанҷ	🌡️	A1
thunder.png	Thunder	Раъд	🌩️	A2
ticket.png	Ticket	Чипта	🎫	A1
ticket_machine.png	Ticket machine	Дастгоҳи чипта	🎫	A2
tie.png	Tie	Галстук	👔	A1
tip.png	Tip	Чойпулӣ	🪙	A2
tired.png	Tired	Монда	😴	A1
tomato.png	Tomato	Помидор	🍅	A1
tooth.png	Tooth	Дандон	🦷	A1
toothache.png	Toothache	Дарди дандон	😫	A1
toothbrush.png	Toothbrush	Чӯткаи дандон	🪥	A2
tour.png	Tour	Тур / экскурсия	🚍	A2
tourist.png	Tourist	Сайёҳ	📸	A2
towel.png	Towel	Сачоқ	🧻	A2
tower.png	Tower	Манора	🗼	A2
town_hall.png	Town hall	Шаҳрдорӣ	🏛️	A2
tradition.png	Tradition	Анъана	🎎	A2
traffic.png	Traffic	Ҳаракати нақлиёт	🚗	A2
traffic_lights.png	Traffic lights	Чароғаки роҳнамо	🚦	A2
train.png	Train	Поезд	🚆	A1
train_station.png	Train Station	Истгоҳи Поезд	🚉	A1
tram.png	Tram	Трамвай	🚋	A2
tray.png	Tray	Табақ / поднос	🍱	A2
treatment.png	Treatment	Табобат	🏥	A2
tree.png	Tree	Дарахт	🌳	A1
trip.png	Trip	Сафар (кӯтоҳ)	🧳	A2
trolley.png	Trolley	Аробачаи харид	🛒	A2
twin.png	Twin	Дугоник	👯	A2
umbrella.png	Umbrella	Чатр	☂	A1
uncle.png	Uncle	Амак / Тағо	👨	A1
underground.png	Underground	Метро	🚇	A2
video_call.png	Video call	Занги видеоӣ	📞	A2
vinegar.png	Vinegar	Сирко	🍶	A2
violin.png	Violin	Скрипка	🎻	A2
vitamin.png	Vitamin	Витамин	💊	A2
volleyball.png	Volleyball	Волейбол	🏐	A2
volunteer.png	Volunteer	Ихтиёрӣ / доброволец	🙋	A2
voucher.png	Voucher	Ваучер / купон	🎟️	A2
wage.png	Wage	Музди корӣ	💰	A2
waiter.png	Waiter	Пешхизмат	🍽️	A2
wallet.png	Wallet	Ҳамён	👛	A1
ward.png	Ward	Палата (беморхона)	🏥	A2
wardrobe.png	Wardrobe	Ҷевони либос	🗄	A1
water.png	Water	Об	💧	A1
waterfall.png	Waterfall	Шаршара	🌊	A2
watermelon.png	Watermelon	Тарбуз	🍉	A1
weather.png	Weather	Обу ҳаво	🌤️	A1
webcam.png	Webcam	Вебкамера	📹	A2
wedding.png	Wedding	Тӯй / арӯсӣ	💒	A2
wellbeing.png	Wellbeing	Некӯаҳволӣ	🌿	A2
wife.png	Wife	Ҳамсар	👩	A1
wifi.png	Wifi	Вайфай / интернети бесим	📶	A2
wind.png	Wind	Шамол	💨	A1
window.png	Window	Тиреза	🪟	A1
winter.png	Winter	Зимистон	⛄	A1
wolf.png	Wolf	Гург	🐺	A1
woman.png	Woman	Зан	👩	A1
wound.png	Wound	Захм / ҷароҳат	🩸	A2
wrestling.png	Wrestling	Гӯштингирӣ	🤼	A2
yeast.png	Yeast	Хамиртуруш	🍞	A2
zoo.png	Zoo	Боғи Ҳайвонот	🦓	A1
